timestamp,Active (mebibytes),Inactive (mebibytes),Active(anon) (mebibytes),Inactive(anon) (mebibytes),Active(file) (mebibytes),Inactive(file) (mebibytes),Unevictable (mebibytes),Mlocked (mebibytes),anomaly%,annotations
1781909451000,1355.4459115,248.2512337,711.4810026,1.40625,643.9648438,246.8449837,26.90625,26.90625,-,-
1781909502000,1355.2246094,248.3933008,711.2597917,1.40625,643.9648438,246.9870508,26.90625,26.90625,-,-
1781909553000,1355.1549089,248.5356576,711.1900586,1.40625,643.9648438,247.1294076,26.90625,26.90625,-,-
1781909604000,1355.1321875,248.6785807,711.1673047,1.40625,643.9648438,247.2723307,26.90625,26.90625,-,-
1781909655000,1355.2305339,248.8232585,711.2656738,1.40625,643.9648438,247.4170085,26.90625,26.90625,-,-
1781909706000,1355.4351823,248.9737565,711.4702865,1.40625,643.9648438,247.5675065,26.90625,26.90625,-,-
1781909757000,1355.3800651,249.1236686,711.4152799,1.40625,643.9648438,247.7174186,26.90625,26.90625,-,-
1781909808000,1355.5878646,249.2644141,711.6229818,1.40625,643.9648438,247.8581641,26.90625,26.90625,-,-
1781909859000,1355.6187891,249.4052214,711.6538802,1.40625,643.9648438,247.9989714,26.90625,26.90625,-,-
1781909910000,1355.6526693,249.5467773,711.687793,1.40625,643.9648438,248.1405273,26.90625,26.90625,-,-
1781909961000,1355.6356901,249.6918197,711.6708464,1.40625,643.9648438,248.2855697,26.90625,26.90625,-,-
1781910012000,1355.5169271,249.8408333,711.5520833,1.40625,643.9648438,248.4345833,26.90625,26.90625,-,-
1781910063000,1355.5434766,250.0877376,711.5786361,1.40625,643.9648438,248.6814876,26.90625,26.90625,-,-
1781910114000,1356.1630469,251.9245898,712.1982617,1.40625,643.9648438,250.5183398,26.90625,26.90625,-,-
1781910165000,1363.9651367,257.5813639,719.929069,1.40625,644.036084,256.1751139,26.90625,26.90625,-,-
1781910216000,1360.0553646,254.0639844,715.9869401,1.40625,644.0684635,252.6577344,26.90625,26.90625,-,-
1781910267000,1355.5315625,250.5847331,711.4573503,1.40625,644.0742188,249.1784831,26.90625,26.90625,-,-
1781910318000,1355.3365625,250.7292057,711.2622982,1.40625,644.0742188,249.3229557,26.90625,26.90625,-,-
1781910369000,1355.4999089,250.8781283,711.4256999,1.40625,644.0742188,249.4718783,26.90625,26.90625,-,-
1781910420000,1355.7768229,251.0190755,711.7026693,1.40625,644.0742188,249.6128255,26.90625,26.90625,-,-
1781910471000,1356.0583854,251.1567578,711.9841764,1.40625,644.0742188,249.7505078,26.90625,26.90625,-,-
1781910522000,1356.0121875,251.2940299,711.9380143,1.40625,644.0742188,249.8877799,26.90625,26.90625,-,-
1781910573000,1356.006901,251.4333984,711.9326758,1.40625,644.0742188,250.0271484,26.90625,26.90625,-,-
1781910624000,1355.9665104,251.5793229,711.8922266,1.40625,644.0742188,250.1730729,26.90625,26.90625,-,-
1781910675000,1355.9174479,251.7280111,711.8431803,1.40625,644.0742188,250.3217611,26.90625,26.90625,-,-
1781910726000,1356.1052865,251.8688477,712.0304492,1.40625,644.0748438,250.4625977,26.90625,26.90625,-,-
1781910777000,1356.2874609,252.0096842,712.2073665,1.40625,644.0801563,250.6034342,26.90625,26.90625,-,-
1781910828000,1356.4640104,252.1501042,712.2886068,1.40625,644.1754688,250.7438542,26.90625,26.90625,-,-
1781910879000,1356.5867188,252.2799186,712.3875651,1.40625,644.1992188,250.8736686,26.90625,26.90625,-,-
1781910930000,1356.479362,252.4140625,712.2801758,1.40625,644.1992188,251.0078125,26.90625,26.90625,-,-
1781910981000,1356.2558398,252.5567513,712.0566439,1.40625,644.1992188,251.1505013,26.90625,26.90625,-,-
1781911032000,1356.1458594,252.7027734,711.9466927,1.40625,644.1992188,251.2965234,26.90625,26.90625,-,-
1781911083000,1356.2551432,252.8440397,712.0559245,1.40625,644.1992188,251.4377897,26.90625,26.90625,-,-
1781911134000,1356.4466146,252.9762435,712.2473958,1.40625,644.1992188,251.5699935,26.90625,26.90625,-,-
1781911185000,1356.6229492,253.1069824,712.4237793,1.40625,644.1992188,251.7007324,26.90625,26.90625,-,-
1781911236000,1356.7858594,253.2378776,712.5866667,1.40625,644.1992188,251.8316276,26.90625,26.90625,-,-
1781911287000,1357.3907357,253.6228939,713.1915462,1.40625,644.1992188,252.2166439,26.90625,26.90625,-,-
1781911338000,1361.1515625,257.1949154,716.9311393,1.40625,644.2204688,255.7886654,26.90625,26.90625,-,-
1781911389000,1366.7815625,262.9923796,722.5033952,1.40625,644.2781771,261.5861296,26.90625,26.90625,-,-
1781911440000,1357.5307292,253.8401042,713.2065755,1.40625,644.3242188,252.4338542,26.90625,26.90625,-,-
1781911491000,1356.8657812,253.9736361,712.5415169,1.40625,644.3242188,252.5673861,26.90625,26.90625,-,-
1781911542000,1357.6359245,254.1677799,713.3116862,1.40625,644.3242188,252.7615299,26.90625,26.90625,-,-
1781911593000,1384.4896094,254.3176562,740.1653906,1.40625,644.3242188,252.9114062,26.90625,26.90625,-,-
1781911644000,1406.756224,254.4316406,762.4320052,1.40625,644.3242188,253.0253906,26.90625,26.90625,-,-
1781911695000,1397.3234049,254.5326497,752.9991862,1.40625,644.3242188,253.1263997,26.90625,26.90625,-,-
1781911746000,1365.9630859,254.6138737,721.6388672,1.40625,644.3242188,253.2076237,26.90625,26.90625,-,-
1781911797000,1363.1402669,254.6858691,718.8160482,1.40625,644.3242188,253.2796191,26.90625,26.90625,-,-
1781911848000,1359.8450521,254.775,715.5208333,1.40625,644.3242188,253.36875,26.90625,26.90625,-,-
1781911899000,1358.8642057,254.8651172,714.539987,1.40625,644.3242188,253.4588672,26.90625,26.90625,-,-
1781911950000,1362.8946615,293.4117513,722.5769857,1.40625,640.3177083,292.0055013,26.90625,26.90625,-,-
1781912001000,1356.4688672,433.0343066,735.7581185,1.40625,620.710791,431.6280566,26.90625,26.90625,-,-
1781912052000,1297.6767708,753.0101042,730.6722917,1.4046875,567.0044792,751.6054167,26.90625,26.90625,-,-
1781912103000,1140.1575977,1281.707513,672.0858008,1.3984375,468.0717969,1280.3090755,26.90625,26.90625,-,-
1781912154000,1126.217487,1280.3388802,658.080612,1.3984375,468.136875,1278.9404427,26.90625,26.90625,-,-
1781912205000,1130.1671224,1280.2919271,662.0225911,1.3984375,468.1445312,1278.8934896,26.90625,26.90625,-,-
1781912256000,1134.8701042,1280.5065885,666.7255729,1.3984375,468.1445312,1279.108151,26.90625,26.90625,-,-
1781912307000,1139.7776367,1280.6960091,671.6331055,1.3984375,468.1445312,1279.2975716,26.90625,26.90625,-,-
1781912358000,1144.0897786,1280.8144531,675.9452669,1.3984375,468.1445312,1279.4160156,26.90625,26.90625,-,-
